db,type,length
ENSEMBL,contig,0.168501
ENSEMBL,contig,0.843048
ENSEMBL,contig,0.740373
ENSEMBL,contig,0.131704
ENSEMBL,contig,0.711012
ENSEMBL,contig,0.656644
ENSEMBL,contig,0.739242
ENSEMBL,contig,0.527698
ENSEMBL,contig,0.112028
ENSEMBL,contig,0.495456
ENSEMBL,contig,1.662339
ENSEMBL,contig,0.174136
ENSEMBL,contig,0.027937
ENSEMBL,contig,1.539926
ENSEMBL,contig,0.302961
ENSEMBL,contig,0.031423
ENSEMBL,contig,0.093224
ENSEMBL,contig,0.022029
ENSEMBL,contig,0.816534
ENSEMBL,contig,0.020191
ENSEMBL,contig,0.003532
ENSEMBL,contig,0.080182
ENSEMBL,contig,0.196504
ENSEMBL,contig,0.329468
ENSEMBL,contig,0.054379
ENSEMBL,contig,1.535531
ENSEMBL,contig,0.013427
ENSEMBL,contig,0.215254
ENSEMBL,contig,0.036531
ENSEMBL,contig,0.020055
ENSEMBL,contig,0.017998
ENSEMBL,contig,0.008496
ENSEMBL,contig,0.006796
ENSEMBL,contig,0.155088
ENSEMBL,contig,0.21286
ENSEMBL,contig,0.085219
ENSEMBL,contig,0.055928
ENSEMBL,contig,0.041572
ENSEMBL,contig,0.002251
ENSEMBL,contig,0.053344
ENSEMBL,contig,0.005859
ENSEMBL,contig,0.008994
ENSEMBL,contig,0.953523
ENSEMBL,contig,0.023524
ENSEMBL,contig,0.046119
ENSEMBL,contig,0.279859
ENSEMBL,contig,2.678321
ENSEMBL,contig,3.296579
ENSEMBL,contig,0.271751
ENSEMBL,contig,5.99722
ENSEMBL,contig,1.194995
ENSEMBL,contig,2.128542
ENSEMBL,contig,0.033505
ENSEMBL,contig,0.050524
ENSEMBL,contig,0.058522
ENSEMBL,contig,0.045615
ENSEMBL,contig,0.083942
ENSEMBL,contig,0.619683
ENSEMBL,contig,0.110542
ENSEMBL,contig,0.208264
ENSEMBL,contig,0.507515
ENSEMBL,contig,0.133138
ENSEMBL,contig,3.205995
ENSEMBL,contig,0.006553
ENSEMBL,contig,0.234378
ENSEMBL,contig,0.052472
ENSEMBL,contig,0.014946
ENSEMBL,contig,0.001847
ENSEMBL,contig,0.024065
ENSEMBL,contig,0.185289
ENSEMBL,contig,0.05151
ENSEMBL,contig,0.407188
ENSEMBL,contig,0.289903
ENSEMBL,contig,0.021343
ENSEMBL,contig,0.036131
ENSEMBL,contig,0.064057
ENSEMBL,contig,0.113226
ENSEMBL,contig,0.127441
ENSEMBL,contig,0.047935
ENSEMBL,contig,0.118871
ENSEMBL,contig,0.12005
ENSEMBL,contig,0.044655
ENSEMBL,contig,0.054614
ENSEMBL,contig,0.048666
ENSEMBL,contig,1.436299
ENSEMBL,contig,0.283126
ENSEMBL,contig,0.054894
ENSEMBL,contig,0.029369
ENSEMBL,contig,0.059638
ENSEMBL,contig,0.086069
ENSEMBL,contig,0.145909
ENSEMBL,contig,0.053539
ENSEMBL,contig,0.893816
ENSEMBL,contig,0.067789
ENSEMBL,contig,1.820359
ENSEMBL,contig,0.085511
ENSEMBL,contig,0.140929
ENSEMBL,contig,0.314519
ENSEMBL,contig,0.10481
ENSEMBL,contig,0.175938
ENSEMBL,contig,0.04417
ENSEMBL,contig,0.527937
ENSEMBL,contig,0.68468
ENSEMBL,contig,0.497272
ENSEMBL,contig,0.028839
ENSEMBL,contig,0.018011
ENSEMBL,contig,0.220807
ENSEMBL,contig,0.002097
ENSEMBL,contig,0.003574
ENSEMBL,contig,2.280172
ENSEMBL,contig,0.070599
ENSEMBL,contig,0.352147
ENSEMBL,contig,0.824351
ENSEMBL,contig,2.408188
ENSEMBL,contig,0.119929
ENSEMBL,contig,0.064537
ENSEMBL,contig,0.069363
ENSEMBL,contig,0.466987
ENSEMBL,contig,0.124467
ENSEMBL,contig,0.07917
ENSEMBL,contig,0.155236
ENSEMBL,contig,0.391417
ENSEMBL,contig,0.023905
ENSEMBL,contig,0.005803
ENSEMBL,contig,0.014952
ENSEMBL,contig,1.487467
ENSEMBL,contig,2.06378
ENSEMBL,contig,1.866061
ENSEMBL,contig,0.386458
ENSEMBL,contig,0.106087
ENSEMBL,contig,0.62244
ENSEMBL,contig,0.371467
ENSEMBL,contig,0.567141
ENSEMBL,contig,1.176254
ENSEMBL,contig,0.040852
ENSEMBL,contig,0.099185
ENSEMBL,contig,0.469321
ENSEMBL,contig,0.101689
ENSEMBL,contig,0.020804
ENSEMBL,contig,0.603634
ENSEMBL,contig,0.003311
ENSEMBL,contig,0.163105
ENSEMBL,contig,0.421875
ENSEMBL,contig,0.184787
ENSEMBL,contig,0.583909
ENSEMBL,contig,0.033
ENSEMBL,contig,0.046413
ENSEMBL,contig,0.1959
ENSEMBL,contig,0.091058
ENSEMBL,contig,0.119954
ENSEMBL,contig,0.593423
ENSEMBL,contig,0.22254
ENSEMBL,contig,0.1663
ENSEMBL,contig,0.12045
ENSEMBL,contig,0.470554
ENSEMBL,contig,0.528986
ENSEMBL,contig,0.032459
ENSEMBL,contig,0.06814
ENSEMBL,contig,0.10688
ENSEMBL,contig,0.409597
ENSEMBL,contig,0.078488
ENSEMBL,contig,0.03771
ENSEMBL,contig,0.083667
ENSEMBL,contig,0.111919
ENSEMBL,contig,0.340015
ENSEMBL,contig,1.195833
ENSEMBL,contig,0.021587
ENSEMBL,contig,0.228215
ENSEMBL,contig,0.009363
ENSEMBL,contig,0.088856
ENSEMBL,contig,0.048116
ENSEMBL,contig,0.093466
ENSEMBL,contig,0.433792
ENSEMBL,contig,0.001082
ENSEMBL,contig,0.022816
ENSEMBL,contig,0.016181
ENSEMBL,contig,0.107376
ENSEMBL,contig,0.77357
ENSEMBL,contig,0.03228
ENSEMBL,contig,0.078624
ENSEMBL,contig,1.770134
ENSEMBL,contig,0.018242
ENSEMBL,contig,0.69875
ENSEMBL,contig,1.313
ENSEMBL,contig,0.074213
ENSEMBL,contig,0.063672
ENSEMBL,contig,0.079551
ENSEMBL,contig,0.023656
ENSEMBL,contig,0.18109
ENSEMBL,contig,0.024035
ENSEMBL,contig,0.033387
ENSEMBL,contig,0.003175
ENSEMBL,contig,0.109466
ENSEMBL,contig,0.068657
ENSEMBL,contig,0.073741
ENSEMBL,contig,0.114773
ENSEMBL,contig,0.044798
ENSEMBL,contig,0.491317
ENSEMBL,contig,0.131271
ENSEMBL,contig,0.015726
ENSEMBL,contig,0.009926
ENSEMBL,contig,0.010793
ENSEMBL,contig,0.001462
ENSEMBL,contig,1.159852
ENSEMBL,contig,0.47198
ENSEMBL,contig,0.007528
ENSEMBL,contig,0.003817
ENSEMBL,contig,0.741711
ENSEMBL,contig,0.154877
ENSEMBL,contig,0.065004
ENSEMBL,contig,0.021849
ENSEMBL,contig,0.076552
ENSEMBL,contig,0.454526
ENSEMBL,contig,0.534201
ENSEMBL,contig,0.304264
ENSEMBL,contig,0.64105
ENSEMBL,contig,0.00292
ENSEMBL,contig,0.022108
ENSEMBL,contig,0.00776
ENSEMBL,contig,0.107813
ENSEMBL,contig,0.045684
ENSEMBL,contig,0.086593
ENSEMBL,contig,0.135059
ENSEMBL,contig,0.419376
ENSEMBL,contig,0.197747
ENSEMBL,contig,0.316845
ENSEMBL,contig,0.060396
ENSEMBL,contig,0.499723
ENSEMBL,contig,0.263878
ENSEMBL,contig,0.120736
ENSEMBL,contig,0.086112
ENSEMBL,contig,0.018342
ENSEMBL,contig,0.128659
ENSEMBL,contig,0.017735
ENSEMBL,contig,0.322017
ENSEMBL,contig,0.018791
ENSEMBL,contig,0.017155
ENSEMBL,contig,0.031483
ENSEMBL,contig,3.405947
ENSEMBL,contig,0.444807
ENSEMBL,contig,0.614404
ENSEMBL,contig,0.668566
ENSEMBL,contig,0.056512
ENSEMBL,contig,0.388625
ENSEMBL,contig,0.052147
ENSEMBL,contig,0.047875
ENSEMBL,contig,0.042854
ENSEMBL,contig,1.353175
ENSEMBL,contig,0.077334
ENSEMBL,contig,0.039846
ENSEMBL,contig,0.347287
ENSEMBL,contig,0.041392
ENSEMBL,contig,0.699856
ENSEMBL,contig,0.345622
ENSEMBL,contig,2.472454
ENSEMBL,contig,0.235643
ENSEMBL,contig,0.011735
ENSEMBL,contig,0.053482
ENSEMBL,contig,0.685439
ENSEMBL,contig,0.005301
ENSEMBL,contig,0.045664
ENSEMBL,contig,1.176747
ENSEMBL,contig,0.022193
ENSEMBL,contig,0.084356
ENSEMBL,contig,0.050668
ENSEMBL,contig,0.118344
ENSEMBL,contig,2.885809
ENSEMBL,contig,0.110985
ENSEMBL,contig,0.125613
ENSEMBL,contig,0.121913
ENSEMBL,contig,0.381146
ENSEMBL,contig,0.390981
ENSEMBL,contig,1.068288
ENSEMBL,contig,0.074401
ENSEMBL,contig,1.345959
ENSEMBL,contig,0.018447
ENSEMBL,contig,0.016881
ENSEMBL,contig,0.438659
ENSEMBL,contig,0.039541
ENSEMBL,contig,0.057343
ENSEMBL,contig,0.034201
ENSEMBL,contig,0.010853
ENSEMBL,contig,0.017146
ENSEMBL,contig,0.008419
ENSEMBL,contig,0.004212
ENSEMBL,contig,0.007991
ENSEMBL,contig,0.007107
ENSEMBL,contig,0.007135
ENSEMBL,contig,0.007848
ENSEMBL,contig,0.008557
ENSEMBL,contig,0.013352
ENSEMBL,contig,0.017526
ENSEMBL,contig,0.005826
ENSEMBL,contig,0.009831
ENSEMBL,contig,0.009893
ENSEMBL,contig,0.008073
ENSEMBL,contig,0.088285
ENSEMBL,contig,0.203159
ENSEMBL,contig,0.003328
ENSEMBL,contig,0.253381
ENSEMBL,contig,0.229896
ENSEMBL,contig,0.037775
ENSEMBL,contig,0.006439
ENSEMBL,contig,0.012276
ENSEMBL,contig,0.002257
ENSEMBL,contig,0.006783
ENSEMBL,contig,0.178151
ENSEMBL,contig,0.269272
ENSEMBL,contig,0.240342
ENSEMBL,contig,0.567269
ENSEMBL,contig,0.005325
ENSEMBL,contig,0.818404
ENSEMBL,contig,0.032027
ENSEMBL,contig,0.180526
ENSEMBL,contig,0.033316
ENSEMBL,contig,1.942019
ENSEMBL,contig,0.014931
ENSEMBL,contig,0.014182
ENSEMBL,contig,0.002112
ENSEMBL,contig,0.027584
ENSEMBL,contig,0.161244
ENSEMBL,contig,0.047241
ENSEMBL,contig,0.003277
ENSEMBL,contig,0.004731
ENSEMBL,contig,0.0067
ENSEMBL,contig,0.015889
ENSEMBL,contig,0.565223
ENSEMBL,contig,0.041139
ENSEMBL,contig,0.045296
ENSEMBL,contig,0.821661
ENSEMBL,contig,0.126382
ENSEMBL,contig,0.717826
ENSEMBL,contig,0.704773
ENSEMBL,contig,0.218723
ENSEMBL,contig,0.105021
ENSEMBL,contig,0.34491
ENSEMBL,contig,0.023583
ENSEMBL,contig,0.011385
ENSEMBL,contig,0.003312
ENSEMBL,contig,0.004997
ENSEMBL,contig,0.000978
ENSEMBL,contig,0.307614
ENSEMBL,contig,0.004124
ENSEMBL,contig,0.053511
ENSEMBL,contig,0.012081
ENSEMBL,contig,0.051713
ENSEMBL,contig,0.001211
ENSEMBL,contig,0.065182
ENSEMBL,contig,0.000928
ENSEMBL,contig,0.032307
ENSEMBL,contig,0.004962
ENSEMBL,contig,0.016136
ENSEMBL,contig,0.690095
ENSEMBL,contig,0.004382
ENSEMBL,contig,0.007327
ENSEMBL,contig,0.054784
ENSEMBL,contig,0.047251
ENSEMBL,contig,0.005054
ENSEMBL,contig,0.005538
ENSEMBL,contig,0.02342
ENSEMBL,contig,0.022551
ENSEMBL,contig,0.410218
ENSEMBL,contig,0.138126
ENSEMBL,contig,0.250912
ENSEMBL,contig,1.086735
ENSEMBL,contig,0.034969
ENSEMBL,contig,0.39156
ENSEMBL,contig,0.372698
ENSEMBL,contig,2.365144
ENSEMBL,contig,0.060852
ENSEMBL,contig,0.032318
ENSEMBL,contig,1.108668
ENSEMBL,contig,0.013479
ENSEMBL,contig,0.070931
ENSEMBL,contig,0.022536
ENSEMBL,contig,0.945843
ENSEMBL,contig,0.107441
ENSEMBL,contig,0.156302
ENSEMBL,contig,0.033484
ENSEMBL,contig,0.024615
ENSEMBL,contig,1.566978
ENSEMBL,contig,0.122816
ENSEMBL,contig,0.414434
ENSEMBL,contig,0.645504
ENSEMBL,contig,0.05283
ENSEMBL,contig,0.002465
ENSEMBL,contig,0.003705
ENSEMBL,contig,2.809567
ENSEMBL,contig,0.452561
ENSEMBL,contig,2.192236
ENSEMBL,contig,1.129793
ENSEMBL,contig,0.003637
ENSEMBL,contig,0.015573
ENSEMBL,contig,0.015836
ENSEMBL,contig,0.016373
ENSEMBL,contig,0.012478
ENSEMBL,contig,0.833705
ENSEMBL,contig,0.086373
ENSEMBL,contig,0.297388
ENSEMBL,contig,0.019357
ENSEMBL,contig,0.616791
ENSEMBL,contig,0.304245
ENSEMBL,contig,0.064427
ENSEMBL,contig,0.133373
ENSEMBL,contig,0.044244
ENSEMBL,contig,0.029301
ENSEMBL,contig,0.012348
ENSEMBL,contig,0.010399
ENSEMBL,contig,0.008176
ENSEMBL,contig,0.018514
ENSEMBL,contig,0.065795
ENSEMBL,contig,0.025427
ENSEMBL,contig,0.184683
ENSEMBL,contig,1.113449
ENSEMBL,contig,1.554882
ENSEMBL,contig,0.027864
ENSEMBL,contig,0.044111
ENSEMBL,contig,0.02334
ENSEMBL,contig,0.160914
ENSEMBL,contig,0.647009
ENSEMBL,contig,1.266995
ENSEMBL,contig,0.101318
ENSEMBL,contig,0.618528
ENSEMBL,contig,0.025689
ENSEMBL,contig,0.440911
ENSEMBL,contig,0.187713
ENSEMBL,contig,0.426544
ENSEMBL,contig,0.332217
ENSEMBL,contig,0.196471
ENSEMBL,contig,0.007878
ENSEMBL,contig,0.023894
ENSEMBL,contig,0.042628
ENSEMBL,contig,0.653554
ENSEMBL,contig,0.044091
ENSEMBL,contig,0.043623
ENSEMBL,contig,0.044981
ENSEMBL,contig,0.06727
ENSEMBL,contig,1.192247
ENSEMBL,contig,0.040956
ENSEMBL,contig,0.041106
ENSEMBL,contig,0.048452
ENSEMBL,contig,0.044019
ENSEMBL,contig,0.05532
ENSEMBL,contig,0.212225
ENSEMBL,contig,0.043811
ENSEMBL,contig,0.091021
ENSEMBL,contig,0.072361
ENSEMBL,contig,0.133089
ENSEMBL,contig,0.244596
ENSEMBL,contig,0.319158
ENSEMBL,contig,0.047514
ENSEMBL,contig,0.01025
ENSEMBL,contig,0.515901
ENSEMBL,contig,0.089203
ENSEMBL,contig,0.245461
ENSEMBL,contig,0.030158
ENSEMBL,contig,0.00464
ENSEMBL,contig,0.019579
ENSEMBL,contig,0.076475
ENSEMBL,contig,0.053086
ENSEMBL,contig,0.016412
ENSEMBL,contig,0.088036
ENSEMBL,contig,1.283661
ENSEMBL,contig,0.626571
ENSEMBL,contig,0.003591
ENSEMBL,contig,0.002663
ENSEMBL,contig,0.014848
ENSEMBL,contig,0.119702
ENSEMBL,contig,0.178162
ENSEMBL,contig,0.312592
ENSEMBL,contig,0.044411
ENSEMBL,contig,0.074603
ENSEMBL,contig,0.916376
ENSEMBL,contig,0.139554
ENSEMBL,contig,0.14841
ENSEMBL,contig,0.005345
1KJGI,contig,0.717378
1KJGI,contig,1.063303
1KJGI,contig,0.016501
1KJGI,contig,0.127248
1KJGI,contig,0.460133
1KJGI,contig,0.511692
1KJGI,contig,0.700175
1KJGI,contig,0.044091
1KJGI,contig,3.960208
1KJGI,contig,0.053724
1KJGI,contig,0.009634
1KJGI,contig,4.268893
1KJGI,contig,0.05365
1KJGI,contig,2.792613
1KJGI,contig,0.168044
1KJGI,contig,0.03302
1KJGI,contig,0.068918
1KJGI,contig,0.572634
1KJGI,contig,0.423558
1KJGI,contig,1.304537
1KJGI,contig,0.659871
1KJGI,contig,0.037705
1KJGI,contig,0.023763
1KJGI,contig,0.098596
1KJGI,contig,0.91261
1KJGI,contig,0.511452
1KJGI,contig,0.01907
1KJGI,contig,0.044952
1KJGI,contig,0.07025
1KJGI,contig,0.242429
